Datum,Relativt arbetslöshetstal,Ungdomsarbetslöshetstal (under 25 år),Arbetslöshetstal 55 år o äldre,"Långtidsarbetslöshetstal, 6 mån +",Långtidsarbetslöshetstal under 25 år,Långtidsarbetslöshetstal 55 år o äldre,Lediga platser / arbetslösa,val,Antal,Primärnäringar_omsättning,Livsmedelsindustri_omsättning,Övrig industri_omsättning,"Vatten, gas, el, värme och avloppshantering_omsättning",Byggverksamhet_omsättning,Handel_omsättning,Transport_omsättning,Hotell och restaurang_omsättning,Finans och försäkring_omsättning,Företagstjänster_omsättning,Personliga tjänster_omsättning,Totalsumma_omsättning,Primärnäringar_lön,Livsmedelsindustri_lön,Övrig industri_lön,"Vatten, gas, el, värme och avloppshantering_lön",Byggverksamhet_lön,Handel_lön,Transport_lön,Hotell och restaurang_lön,Finans och försäkring_lön,Företagstjänster_lön,Personliga tjänster_lön,Totalsumma_lön
2016-05-01,3.5,4.1,3.3,1.2,0.5,1.8,52.3,0.0,192948,2.5,10.4,15.4,5.1,14.5,45.6,69.5,5.5,2.0,8.9,3.3,182.8,2.5,10.4,15.4,5.1,14.5,45.6,69.5,5.5,2.0,8.9,3.3,182.8
2016-06-01,3.7,4.8,3.4,1.1,0.5,1.8,34.0,0.0,205235,2.5,12.8,14.8,7.1,16.1,49.2,81.0,7.0,4.7,11.4,3.6,210.2,2.5,12.8,14.8,7.1,16.1,49.2,81.0,7.0,4.7,11.4,3.6,210.2
2016-07-01,4.0,6.2,3.3,1.1,0.6,1.8,25.6,0.0,327009,1.9,10.6,9.1,4.8,11.7,49.5,90.8,13.4,3.3,9.8,3.8,208.6,1.9,10.6,9.1,4.8,11.7,49.5,90.8,13.4,3.3,9.8,3.8,208.6
2016-08-01,3.6,6.0,3.1,1.1,0.5,1.7,39.8,0.0,232083,2.3,12.4,12.3,5.7,11.0,48.9,75.0,8.3,1.9,10.0,3.3,190.9,2.3,12.4,12.3,5.7,11.0,48.9,75.0,8.3,1.9,10.0,3.3,190.9
2016-09-01,3.4,4.7,3.2,1.0,0.5,1.7,41.4,0.0,164998,3.9,12.4,13.3,5.7,15.5,44.9,66.2,4.9,2.6,10.4,4.0,183.8,3.9,12.4,13.3,5.7,15.5,44.9,66.2,4.9,2.6,10.4,4.0,183.8
2016-10-01,3.6,5.0,3.2,0.9,0.4,1.8,26.7,0.0,167812,6.2,16.0,13.2,7.1,14.2,45.1,66.4,3.4,1.9,11.0,2.8,187.5,6.2,16.0,13.2,7.1,14.2,45.1,66.4,3.4,1.9,11.0,2.8,187.5
2016-11-01,3.7,5.0,3.3,0.9,0.5,1.7,27.6,0.0,144688,7.4,15.0,14.7,7.4,13.8,50.6,63.2,3.0,2.3,9.2,2.9,189.4,7.4,15.0,14.7,7.4,13.8,50.6,63.2,3.0,2.3,9.2,2.9,189.4
2016-12-01,4.0,4.6,3.6,1.0,0.5,1.7,38.0,0.0,139078,8.3,15.4,14.4,10.5,19.9,55.3,55.2,3.5,7.2,16.6,2.9,209.0,8.3,15.4,14.4,10.5,19.9,55.3,55.2,3.5,7.2,16.6,2.9,209.0
2017-01-01,3.9,5.4,3.4,1.0,0.8,1.6,58.9,0.0,78296,4.2,8.4,13.4,7.9,9.4,39.6,50.0,2.3,3.0,10.9,2.1,151.3,4.2,8.4,13.4,7.9,9.4,39.6,50.0,2.3,3.0,10.9,2.1,151.3
2017-02-01,3.8,5.4,3.5,1.0,0.7,1.6,66.8,0.0,119244,3.0,10.6,13.8,7.6,10.8,37.9,59.8,2.2,2.7,10.0,2.3,160.8,3.0,10.6,13.8,7.6,10.8,37.9,59.8,2.2,2.7,10.0,2.3,160.8
2017-03-01,3.7,5.4,3.5,1.0,0.6,1.7,61.8,0.0,137441,2.6,12.0,15.4,7.9,13.8,45.1,62.6,2.9,2.9,10.7,2.8,178.7,2.6,12.0,15.4,7.9,13.8,45.1,62.6,2.9,2.9,10.7,2.8,178.7
2017-04-01,3.6,4.5,3.4,1.1,0.5,1.9,62.3,0.0,161886,2.1,13.2,14.5,6.8,11.9,44.9,62.9,3.2,2.1,11.4,2.8,175.9,2.1,13.2,14.5,6.8,11.9,44.9,62.9,3.2,2.1,11.4,2.8,175.9
2017-05-01,3.4,3.4,3.2,1.0,0.3,1.9,38.0,0.0,182057,2.3,10.3,16.0,5.6,15.4,48.5,77.7,5.3,2.9,11.0,3.2,198.3,2.3,10.3,16.0,5.6,15.4,48.5,77.7,5.3,2.9,11.0,3.2,198.3
2017-06-01,3.5,4.0,3.2,1.0,0.2,1.8,33.7,0.0,207112,3.0,13.2,15.9,6.5,17.7,47.5,79.5,7.2,3.4,12.9,3.0,209.8,3.0,13.2,15.9,6.5,17.7,47.5,79.5,7.2,3.4,12.9,3.0,209.8
2017-07-01,3.8,4.2,3.3,1.1,0.2,1.8,32.7,0.0,337900,2.7,11.7,11.6,4.3,10.5,49.0,92.2,13.3,3.0,11.6,3.3,213.2,2.7,11.7,11.6,4.3,10.5,49.0,92.2,13.3,3.0,11.6,3.3,213.2
2017-08-01,3.4,3.7,3.0,1.1,0.1,1.5,41.0,0.0,237346,2.9,12.2,15.2,5.4,13.2,46.7,74.6,8.5,3.5,11.2,2.9,196.1,2.9,12.2,15.2,5.4,13.2,46.7,74.6,8.5,3.5,11.2,2.9,196.1
2017-09-01,3.3,3.9,3.1,1.1,0.3,1.6,27.9,0.0,169131,3.6,13.8,12.7,5.4,14.1,44.3,64.9,5.0,3.0,10.0,2.8,179.5,3.6,13.8,12.7,5.4,14.1,44.3,64.9,5.0,3.0,10.0,2.8,179.5
2017-10-01,3.7,4.8,3.4,1.1,0.2,1.7,28.2,0.0,163661,7.4,17.5,15.0,6.8,16.2,47.7,66.8,3.4,2.5,12.6,2.7,198.7,7.4,17.5,15.0,6.8,16.2,47.7,66.8,3.4,2.5,12.6,2.7,198.7
2017-11-01,3.7,4.6,3.5,1.0,0.2,1.7,31.8,0.0,148348,8.4,16.2,15.6,6.8,16.6,45.1,66.9,3.0,2.3,10.4,2.7,194.0,8.4,16.2,15.6,6.8,16.6,45.1,66.9,3.0,2.3,10.4,2.7,194.0
2017-12-01,3.8,4.6,3.7,1.1,0.1,1.8,39.6,0.0,144432,7.9,14.1,13.7,9.5,17.8,47.8,59.5,3.3,6.6,14.1,3.5,197.7,7.9,14.1,13.7,9.5,17.8,47.8,59.5,3.3,6.6,14.1,3.5,197.7
2018-01-01,3.9,5.4,3.7,1.1,0.2,1.7,87.0,0.0,99032,8.0,9.7,14.5,7.1,10.1,38.6,61.3,2.3,2.3,9.6,2.5,166.0,8.0,9.7,14.5,7.1,10.1,38.6,61.3,2.3,2.3,9.6,2.5,166.0
2018-02-01,3.9,4.9,4.0,1.2,0.2,1.9,87.9,0.0,113872,5.0,10.6,12.8,8.2,11.1,33.8,55.8,2.2,4.5,10.1,2.4,156.6,5.0,10.6,12.8,8.2,11.1,33.8,55.8,2.2,4.5,10.1,2.4,156.6
2018-03-01,3.9,5.1,4.0,1.3,0.5,2.0,69.4,0.0,144057,2.6,12.1,15.9,9.0,11.8,40.5,60.1,2.8,3.6,9.9,2.9,171.1,2.6,12.1,15.9,9.0,11.8,40.5,60.1,2.8,3.6,9.9,2.9,171.1
2018-04-01,3.7,4.8,3.7,1.4,0.4,2.2,70.3,0.0,154673,2.1,12.6,16.6,6.8,11.3,41.1,60.5,3.6,3.1,11.6,2.6,171.9,2.1,12.6,16.6,6.8,11.3,41.1,60.5,3.6,3.1,11.6,2.6,171.9
2018-05-01,3.3,3.9,3.6,1.2,0.4,2.0,65.0,0.0,190256,3.3,10.8,14.9,4.4,15.6,48.8,74.9,5.3,2.4,9.7,3.2,193.4,3.3,10.8,14.9,4.4,15.6,48.8,74.9,5.3,2.4,9.7,3.2,193.4
2018-06-01,3.5,4.6,3.5,1.1,0.4,2.0,47.0,0.0,199844,2.4,12.7,15.3,5.9,14.7,44.7,80.4,6.9,4.6,11.9,3.4,203.0,2.4,12.7,15.3,5.9,14.7,44.7,80.4,6.9,4.6,11.9,3.4,203.0
2018-07-01,3.7,5.2,3.7,1.3,0.3,2.1,38.6,0.0,323675,1.9,11.7,9.6,5.2,10.5,46.4,87.7,13.1,2.7,10.5,3.8,203.0,1.9,11.7,9.6,5.2,10.5,46.4,87.7,13.1,2.7,10.5,3.8,203.0
2018-08-01,3.3,4.5,3.6,1.2,0.4,2.2,47.4,0.0,236218,2.4,13.0,11.6,5.4,13.1,44.1,77.1,8.2,3.2,10.5,3.0,191.6,2.4,13.0,11.6,5.4,13.1,44.1,77.1,8.2,3.2,10.5,3.0,191.6
2018-09-01,3.2,4.8,3.4,1.2,0.4,2.2,32.4,0.0,161072,3.3,12.3,16.3,5.6,15.0,40.3,66.0,5.0,3.0,9.8,3.0,179.7,3.3,12.3,16.3,5.6,15.0,40.3,66.0,5.0,3.0,9.8,3.0,179.7
2018-10-01,3.1,5.1,3.1,1.1,0.3,2.1,33.4,0.0,165876,5.9,18.5,12.9,6.8,16.5,44.6,66.2,3.6,2.7,11.9,3.6,193.2,5.9,18.5,12.9,6.8,16.5,44.6,66.2,3.6,2.7,11.9,3.6,193.2
2018-11-01,3.3,5.3,3.1,1.0,0.5,1.9,36.4,0.0,148973,7.3,17.4,14.4,6.6,16.0,44.4,69.0,3.0,2.5,9.6,3.1,193.3,7.3,17.4,14.4,6.6,16.0,44.4,69.0,3.0,2.5,9.6,3.1,193.3
2018-12-01,3.6,5.6,3.4,1.1,0.5,2.0,48.3,0.0,150962,8.0,15.3,13.0,10.5,22.3,48.1,63.2,3.4,7.2,13.9,3.6,208.6,8.0,15.3,13.0,10.5,22.3,48.1,63.2,3.4,7.2,13.9,3.6,208.6
2019-01-01,3.7,5.8,3.9,1.0,0.5,1.9,85.6,0.0,68971,5.8,10.5,14.2,8.0,9.6,36.5,48.3,2.7,2.6,8.3,2.8,149.4,5.8,10.5,14.2,8.0,9.6,36.5,48.3,2.7,2.6,8.3,2.8,149.4
2019-02-01,3.8,5.7,3.9,1.1,0.7,2.0,93.0,0.0,124967,4.7,11.1,13.4,8.5,12.0,31.1,55.0,2.4,3.5,9.7,2.9,154.2,4.7,11.1,13.4,8.5,12.0,31.1,55.0,2.4,3.5,9.7,2.9,154.2
2019-03-01,3.6,5.9,3.7,1.1,0.8,2.0,92.8,0.0,135460,3.0,12.7,15.2,8.8,15.1,37.6,60.9,3.0,3.7,9.7,2.9,172.6,3.0,12.7,15.2,8.8,15.1,37.6,60.9,3.0,3.7,9.7,2.9,172.6
2019-04-01,3.4,5.3,3.8,1.2,1.1,2.1,86.6,0.0,134054,4.1,14.4,15.5,6.4,14.4,41.0,62.4,3.6,2.3,11.8,3.5,179.5,4.1,14.4,15.5,6.4,14.4,41.0,62.4,3.6,2.3,11.8,3.5,179.5
2019-05-01,3.2,4.9,3.4,1.2,1.1,1.9,73.1,0.0,186439,3.5,12.3,16.4,5.2,14.1,45.8,73.4,5.5,2.6,10.1,4.0,193.0,3.5,12.3,16.4,5.2,14.1,45.8,73.4,5.5,2.6,10.1,4.0,193.0
2019-06-01,3.3,5.0,3.4,1.3,1.1,2.1,45.2,0.0,206581,3.1,13.6,13.8,6.0,15.7,42.3,77.8,7.5,4.9,11.5,3.5,199.6,3.1,13.6,13.8,6.0,15.7,42.3,77.8,7.5,4.9,11.5,3.5,199.6
2019-07-01,3.6,5.2,3.5,1.3,1.3,2.2,40.1,0.0,330292,2.7,13.5,13.8,4.5,13.0,44.6,89.9,13.5,3.7,11.0,4.5,214.7,2.7,13.5,13.8,4.5,13.0,44.6,89.9,13.5,3.7,11.0,4.5,214.7
2019-08-01,3.3,5.0,3.4,1.2,1.0,2.0,41.2,0.0,240430,2.7,13.5,13.7,5.5,13.9,39.5,75.1,8.1,3.6,10.2,4.1,189.8,2.7,13.5,13.7,5.5,13.9,39.5,75.1,8.1,3.6,10.2,4.1,189.8
2019-09-01,3.5,5.4,3.5,1.2,0.9,1.8,25.3,0.0,161594,3.7,13.9,14.8,5.8,16.7,38.5,63.5,5.1,3.3,10.2,5.0,180.4,3.7,13.9,14.8,5.8,16.7,38.5,63.5,5.1,3.3,10.2,5.0,180.4
2019-10-01,3.4,5.4,3.4,1.1,0.8,1.6,30.4,0.0,166521,6.1,19.6,15.1,7.0,15.8,41.8,67.5,3.4,2.6,12.9,4.2,196.2,6.1,19.6,15.1,7.0,15.8,41.8,67.5,3.4,2.6,12.9,4.2,196.2
2019-11-01,3.5,5.4,3.7,1.1,0.8,1.7,35.5,0.0,144908,7.6,17.1,15.7,7.0,14.7,39.7,61.5,3.2,2.6,10.7,4.4,184.3,7.6,17.1,15.7,7.0,14.7,39.7,61.5,3.2,2.6,10.7,4.4,184.3
2019-12-01,3.9,5.6,4.1,1.3,1.0,2.0,32.3,0.0,143673,8.9,16.4,11.7,10.2,18.4,44.7,58.0,4.0,10.4,15.1,5.3,203.1,8.9,16.4,11.7,10.2,18.4,44.7,58.0,4.0,10.4,15.1,5.3,203.1
2020-01-01,3.7,5.8,3.9,1.2,0.9,2.0,69.7,0.0,102431,5.0,10.9,12.8,6.9,9.0,34.4,48.3,2.8,3.9,10.2,3.8,148.0,5.0,10.9,12.8,6.9,9.0,34.4,48.3,2.8,3.9,10.2,3.8,148.0
2020-02-01,3.7,5.2,3.7,1.3,0.8,2.1,70.6,0.0,115454,3.7,12.1,11.9,7.6,11.0,32.1,55.0,2.4,5.4,9.9,3.5,154.6,3.7,12.1,11.9,7.6,11.0,32.1,55.0,2.4,5.4,9.9,3.5,154.6
2020-03-01,8.5,12.6,7.1,1.4,1.0,2.2,16.7,8.0,42579,2.8,12.7,16.0,8.0,12.7,34.2,33.7,1.9,3.5,10.3,4.0,139.9,2.8,12.7,16.0,8.0,12.7,34.2,33.7,1.9,3.5,10.3,4.0,139.9
2020-04-01,12.7,18.7,10.7,1.6,1.1,2.4,6.6,3.0,3012,3.1,15.0,12.9,6.6,12.8,35.7,19.6,1.1,3.0,10.3,3.5,123.5,3.1,15.0,12.9,6.6,12.8,35.7,19.6,1.1,3.0,10.3,3.5,123.5
2020-05-01,13.4,20.7,11.1,1.7,1.2,2.4,4.2,2.0,8040,2.8,9.9,13.6,5.0,13.8,35.8,20.9,1.3,3.7,9.1,3.0,118.9,2.8,9.9,13.6,5.0,13.8,35.8,20.9,1.3,3.7,9.1,3.0,118.9
2020-06-01,12.7,20.8,10.7,1.7,1.4,2.5,3.9,6.0,37430,2.4,15.0,15.1,5.9,15.2,41.2,27.6,3.8,4.5,11.4,3.7,145.9,2.4,15.0,15.1,5.9,15.2,41.2,27.6,3.8,4.5,11.4,3.7,145.9
2020-07-01,11.2,17.6,9.6,1.9,2.0,2.6,4.2,1.0,123003,2.3,14.0,11.7,4.5,10.0,39.1,42.5,9.3,3.7,9.4,4.2,150.8,2.3,14.0,11.7,4.5,10.0,39.1,42.5,9.3,3.7,9.4,4.2,150.8
2020-08-01,10.5,14.8,10.0,2.0,2.1,2.6,6.2,1.0,77594,3.4,13.0,10.3,5.3,11.9,35.5,27.9,5.6,2.8,10.2,3.7,129.6,3.4,13.0,10.3,5.3,11.9,35.5,27.9,5.6,2.8,10.2,3.7,129.6
2020-09-01,10.0,10.5,9.8,4.0,3.5,4.4,4.6,1.0,58947,3.4,17.1,12.3,5.6,17.0,37.7,34.3,3.4,3.4,10.6,3.6,148.4,3.4,17.1,12.3,5.6,17.0,37.7,34.3,3.4,3.4,10.6,3.6,148.4
2020-10-01,9.3,10.1,9.4,5.4,2.9,6.7,6.1,18.0,55403,5.1,18.7,13.4,6.4,15.0,39.3,34.7,3.0,4.0,11.9,4.1,155.7,5.1,18.7,13.4,6.4,15.0,39.3,34.7,3.0,4.0,11.9,4.1,155.7
2020-11-01,9.1,10.0,9.6,5.1,2.9,6.3,8.1,11.0,28772,6.3,17.2,13.2,6.3,17.8,39.2,27.3,3.3,4.5,10.5,3.7,149.3,6.3,17.2,13.2,6.3,17.8,39.2,27.3,3.3,4.5,10.5,3.7,149.3
2020-12-01,9.4,9.9,9.6,4.9,2.5,6.2,8.1,127.0,26540,8.5,19.0,13.5,10.0,22.6,46.0,28.6,2.6,11.4,16.2,4.6,182.8,8.5,19.0,13.5,10.0,22.6,46.0,28.6,2.6,11.4,16.2,4.6,182.8
2021-01-01,9.1,10.4,9.1,4.7,2.5,6.1,20.3,18.0,17792,4.2,10.8,11.1,8.0,7.6,27.9,24.9,1.7,5.5,8.8,3.6,114.1,4.2,10.8,11.1,8.0,7.6,27.9,24.9,1.7,5.5,8.8,3.6,114.1
2021-02-01,8.9,10.2,8.8,4.6,2.5,6.0,22.4,136.0,20043,3.9,12.5,12.9,10.0,10.5,30.4,25.2,1.7,3.0,10.7,3.6,124.5,3.9,12.5,12.9,10.0,10.5,30.4,25.2,1.7,3.0,10.7,3.6,124.5
2021-03-01,9.5,11.3,8.9,4.8,2.9,6.3,24.2,75.0,18679,3.4,15.0,16.6,8.9,14.3,37.9,29.1,1.4,4.3,11.0,4.0,145.8,3.4,15.0,16.6,8.9,14.3,37.9,29.1,1.4,4.3,11.0,4.0,145.8
2021-04-01,8.5,10.3,8.2,4.4,3.2,5.5,17.4,48.0,24984,3.1,14.9,13.9,7.4,14.7,37.2,27.2,2.0,3.9,11.2,3.9,139.3,3.1,14.9,13.9,7.4,14.7,37.2,27.2,2.0,3.9,11.2,3.9,139.3
2021-05-01,7.1,8.9,6.5,3.4,3.0,4.1,23.2,7.0,42545,3.2,12.6,15.6,6.2,16.8,42.1,37.3,3.5,4.2,10.5,4.6,156.5,3.2,12.6,15.6,6.2,16.8,42.1,37.3,3.5,4.2,10.5,4.6,156.5
2021-06-01,6.4,7.2,5.9,3.4,2.9,4.1,33.2,5.0,88516,3.0,15.9,14.5,7.0,17.4,44.4,54.6,6.5,7.2,13.1,4.5,188.1,3.0,15.9,14.5,7.0,17.4,44.4,54.6,6.5,7.2,13.1,4.5,188.1
2021-07-01,6.1,6.9,5.9,3.4,2.8,3.9,24.8,46.0,207066,2.1,15.4,11.4,5.4,11.3,45.5,64.0,15.3,4.2,10.9,5.1,190.7,2.1,15.4,11.4,5.4,11.3,45.5,64.0,15.3,4.2,10.9,5.1,190.7
2021-08-01,5.6,6.2,5.6,3.1,2.8,3.6,21.0,34.0,117916,3.2,13.8,12.5,6.9,14.9,40.5,51.5,8.5,4.6,10.9,5.0,172.4,3.2,13.8,12.5,6.9,14.9,40.5,51.5,8.5,4.6,10.9,5.0,172.4
2021-09-01,5.3,6.0,5.4,2.8,2.0,3.5,33.3,12.0,88856,3.8,18.1,15.8,8.1,18.0,39.0,50.4,5.3,4.1,12.0,5.1,179.8,3.8,18.1,15.8,8.1,18.0,39.0,50.4,5.3,4.1,12.0,5.1,179.8
2021-10-01,5.0,5.1,5.2,2.6,1.4,3.6,34.9,13.0,99649,5.8,18.8,14.5,8.3,18.3,42.0,55.7,4.5,4.4,11.2,5.8,189.3,5.8,18.8,14.5,8.3,18.3,42.0,55.7,4.5,4.4,11.2,5.8,189.3
2021-11-01,4.9,4.2,5.2,2.5,1.0,3.5,43.6,53.0,89459,7.5,18.3,16.6,8.2,17.8,46.4,56.5,3.9,6.2,10.3,5.0,196.5,7.5,18.3,16.6,8.2,17.8,46.4,56.5,3.9,6.2,10.3,5.0,196.5
2021-12-01,5.2,5.2,5.4,2.5,0.9,3.5,37.1,640.0,69453,8.8,19.3,18.9,19.5,23.8,47.0,44.6,3.5,15.5,17.9,5.5,224.2,8.8,19.3,18.9,19.5,23.8,47.0,44.6,3.5,15.5,17.9,5.5,224.2
2022-01-01,5.8,7.8,5.6,2.5,1.1,3.5,66.0,2922.0,16881,5.1,11.5,12.2,10.8,10.2,31.4,29.8,1.4,5.8,9.8,4.8,132.8,5.1,11.5,12.2,10.8,10.2,31.4,29.8,1.4,5.8,9.8,4.8,132.8
2022-02-01,5.7,7.9,5.6,2.6,1.2,3.5,79.3,2892.0,39641,4.3,12.9,14.5,10.6,11.9,33.3,39.5,1.9,4.2,10.8,4.5,148.5,4.3,12.9,14.5,10.6,11.9,33.3,39.5,1.9,4.2,10.8,4.5,148.5
2022-03-01,5.2,6.3,5.0,2.4,1.4,3.3,73.3,1973.0,72007,3.0,14.9,14.8,11.6,15.6,40.7,58.8,3.1,4.8,12.4,5.4,185.1,3.0,14.9,14.8,11.6,15.6,40.7,58.8,3.1,4.8,12.4,5.4,185.1
2022-04-01,4.5,6.1,4.3,2.2,1.6,2.9,66.0,494.0,107955,2.7,15.2,14.6,10.2,16.2,40.7,69.0,3.8,5.5,11.2,5.1,194.1,2.7,15.2,14.6,10.2,16.2,40.7,69.0,3.8,5.5,11.2,5.1,194.1
2022-05-01,4.1,5.2,4.1,2.1,1.8,2.7,57.3,177.0,133326,3.0,13.4,16.7,10.2,22.4,48.7,77.0,5.9,4.5,12.2,4.8,218.7,3.0,13.4,16.7,10.2,22.4,48.7,77.0,5.9,4.5,12.2,4.8,218.7
2022-06-01,4.0,4.7,3.9,2.1,1.6,2.6,40.5,76.0,158047,3.8,17.0,19.0,9.1,18.3,50.0,83.6,9.2,7.1,14.5,5.1,236.6,3.8,17.0,19.0,9.1,18.3,50.0,83.6,9.2,7.1,14.5,5.1,236.6
2022-07-01,4.1,4.9,4.1,2.2,1.6,2.7,43.8,224.0,250278,2.7,15.2,13.6,6.9,10.9,47.1,96.1,15.8,5.2,11.8,4.9,230.2,2.7,15.2,13.6,6.9,10.9,47.1,96.1,15.8,5.2,11.8,4.9,230.2
2022-08-01,3.9,4.8,3.7,2.0,1.6,2.6,46.6,220.0,159345,4.0,15.8,17.0,11.1,15.3,46.7,78.2,9.6,3.9,11.9,4.4,217.8,4.0,15.8,17.0,11.1,15.3,46.7,78.2,9.6,3.9,11.9,4.4,217.8
2022-09-01,4.1,5.3,4.2,2.0,1.5,2.6,39.4,75.0,110173,5.3,19.8,16.5,12.5,15.2,45.4,69.0,5.7,4.1,13.6,4.4,211.4,5.3,19.8,16.5,12.5,15.2,45.4,69.0,5.7,4.1,13.6,4.4,211.4
2022-10-01,4.0,5.3,4.1,1.9,1.3,2.4,35.7,153.0,110492,8.5,19.0,18.6,11.2,17.3,43.3,68.9,4.1,5.2,11.9,4.7,212.6,8.5,19.0,18.6,11.2,17.3,43.3,68.9,4.1,5.2,11.9,4.7,212.6
2022-11-01,3.9,5.7,4.2,1.9,1.3,2.5,34.5,168.0,99106,9.9,19.8,18.1,13.4,17.2,51.0,67.4,3.4,4.2,12.4,4.8,221.5,9.9,19.8,18.1,13.4,17.2,51.0,67.4,3.4,4.2,12.4,4.8,221.5
2022-12-01,4.4,6.3,4.5,1.9,1.1,2.5,48.6,181.0,98288,13.5,19.0,18.6,28.1,22.9,54.0,59.4,4.0,11.3,18.2,5.6,254.5,13.5,19.0,18.6,28.1,22.9,54.0,59.4,4.0,11.3,18.2,5.6,254.5
2023-01-01,4.6,7.8,4.4,1.9,1.5,2.3,96.8,38.0,56107,8.1,13.9,16.4,15.8,10.3,34.7,49.6,2.7,5.2,11.6,4.6,172.8,8.1,13.9,16.4,15.8,10.3,34.7,49.6,2.7,5.2,11.6,4.6,172.8
2023-02-01,4.6,7.7,4.1,1.9,1.7,2.2,91.3,14.0,64756,4.3,17.2,15.1,15.2,12.4,34.5,55.0,2.7,4.6,11.6,3.7,176.3,4.3,17.2,15.1,15.2,12.4,34.5,55.0,2.7,4.6,11.6,3.7,176.3
2023-03-01,4.6,7.6,4.2,2.0,1.7,2.5,77.3,29.0,77525,2.5,22.1,18.7,13.5,15.3,42.3,64.6,3.4,4.9,14.1,4.0,205.6,2.5,22.1,18.7,13.5,15.3,42.3,64.6,3.4,4.9,14.1,4.0,205.6
2023-04-01,4.1,7.1,4.1,2.1,1.7,2.7,75.6,46.0,104863,4.1,27.6,14.5,10.0,14.2,40.8,67.1,3.8,4.9,12.7,3.8,203.6,4.1,27.6,14.5,10.0,14.2,40.8,67.1,3.8,4.9,12.7,3.8,203.6
2023-05-01,4.1,7.5,3.6,1.9,1.9,2.5,48.6,18.0,120762,3.5,27.8,18.9,8.3,17.7,49.1,79.4,5.6,5.4,14.2,3.7,233.7,3.5,27.8,18.9,8.3,17.7,49.1,79.4,5.6,5.4,14.2,3.7,233.7
2023-06-01,4.0,7.2,3.6,2.0,2.1,2.5,33.5,6.0,141737,3.5,29.3,18.0,6.8,19.5,47.4,87.1,9.2,7.1,15.1,4.5,247.7,3.5,29.3,18.0,6.8,19.5,47.4,87.1,9.2,7.1,15.1,4.5,247.7
2023-07-01,4.1,7.2,3.6,1.9,2.2,2.4,32.9,4.0,193815,2.5,26.4,14.2,5.7,12.9,45.4,91.0,15.8,4.8,12.9,4.5,236.0,2.5,26.4,14.2,5.7,12.9,45.4,91.0,15.8,4.8,12.9,4.5,236.0
2023-08-01,3.8,7.7,3.6,1.8,2.3,2.3,48.9,6.0,139003,3.3,25.2,16.2,6.6,14.1,42.9,75.2,8.7,4.6,13.0,4.2,213.9,3.3,25.2,16.2,6.6,14.1,42.9,75.2,8.7,4.6,13.0,4.2,213.9
2023-09-01,4.0,7.6,3.6,1.8,2.2,2.2,41.3,12.0,107994,4.4,28.6,17.3,5.9,17.2,42.2,65.9,5.1,7.1,14.1,4.0,211.8,4.4,28.6,17.3,5.9,17.2,42.2,65.9,5.1,7.1,14.1,4.0,211.8
2023-10-01,3.9,6.7,3.7,1.8,2.3,2.0,38.0,32.0,95748,6.9,29.4,19.9,11.5,18.0,44.1,66.6,3.6,5.4,13.7,4.0,223.1,6.9,29.4,19.9,11.5,18.0,44.1,66.6,3.6,5.4,13.7,4.0,223.1
2023-11-01,4.0,7.6,3.9,1.8,2.4,2.1,39.1,64.0,84981,9.9,31.2,17.7,11.3,19.6,47.3,64.3,3.5,4.8,13.0,3.4,226.1,9.9,31.2,17.7,11.3,19.6,47.3,64.3,3.5,4.8,13.0,3.4,226.1
2023-12-01,4.5,8.2,4.3,1.9,2.6,2.3,54.3,45.0,89524,10.1,29.9,17.2,14.8,19.7,46.9,57.2,4.2,11.7,21.2,3.9,236.7,10.1,29.9,17.2,14.8,19.7,46.9,57.2,4.2,11.7,21.2,3.9,236.7
